DocId,ProcessedTweet,OriginalTweet
3224,mitt romney would be way cooler if one of his arms was replaced with a chainsaw,Mitt Romney would be way cooler if one of his arms was replaced with a chainsaw
3225,#denverdebate wow romney comes out swinging with details and a real plan point romney,#DenverDebate Wow. Romney comes out swinging with details and a real plan. Point Romney
3227,option rt obama and romney shake hands to begin first of presidential #debates watch live #election2012,Option? RT @AJELive: Obama and Romney shake hands to begin first of presidential #debates -  watch LIVE http://t.co/6fh6cS5C #election2012
3228,will be watching the presidential debate while on the treadmill at anytime #multitasking #presidentialdebate #brenchelchallenge,Will be watching the Presidential debate while on the treadmill at Anytime! #multitasking #PresidentialDebate #brenchelchallenge
3229,c'mon barack you already wished her happy anniversary on twitter just slay romney and instill live in all of us #presidentialdebate,C'mon Barack --  you already wished her happy anniversary on Twitter. Just slay Romney and instill live in all of us. #PresidentialDebate
3233,you can't have fun rhyme time with mitt romney's name like you can with obamas obama shalama,You can't have fun rhyme time with mitt Romney's name like you can with Obamas.  Obama shalama
3234,don't say colored people you can do this don't say colored people mitt romney moments before the debate,RT @travishelwig: Don't say 'Colored People.' You can do this. Don't say 'Colored People.' -Mitt Romney --  moments before the debate.
3235,#romney pt program #fracking #free trade sellouts #union busting #genocidal austerity #tax cuts for rich had enough #ufaa nyc oct,#Romney 5-pt program: #fracking #free trade sellouts #union busting #genocidal austerity #tax cuts for rich -Had enough? #UFAA NYC Oct 27
3236,both men are doing a good job of talking directly to voters so far night's young let's see em mix it up #debates,Both men are doing a good job of talking directly to voters ...so far. Night's young. Let's see em mix it up. #debates
3238,romney personal touch on anniversary at opening goes against type casting which is the key to the night for him #denverdebate,Romney personal touch on anniversary at opening goes against type casting --  which is the key to the night for him #DenverDebate
3239,trickle down govt is not an answer for america mitt romney,Trickle down govt is not an answer for America - Mitt Romney
3241,how am i supposed to not yell when i just wanna scream at my tv at anything romney says #obamanation #debates,How am I supposed to not yell when I just wanna scream at my tv at anything romney says #obamanation #debates
3243,obama the question here tonight is not where we've been but where we're going #debates coverage,Obama: The question here tonight is not where we've been --  but where we're going. #debates coverage: http://t.co/fE9fh5Yr
3244,although i'm not home to watch the debate i know president obama will be phenomenal as usual love my president,Although I'm not home to watch the debate I know President Obama will be phenomenal as usual!! Love my President!!
3247,thay trickle down is from your party not potus rt point #romney trickle down government won't work #debate2012 #debate,Thay trickle down is from your party not Potus. RT @ehasselbeck Point #romney : trickle down government won't work. #Debate2012 #debate
3249,don't think many women would complain if their husband had to do a #potus #debates on their anniversary just syaing #belatino,Don't think many women would complain if their husband had to do a #POTUS #debates on their anniversary --  just syaing #belatino
3250,you're right #obama you won't be celebrating your next anniversary with million people just you michelle in cozy hawaiian retirement,You're right #Obama --  you won't be celebrating your next anniversary with 40 million people. Just you & Michelle in cozy Hawaiian retirement.
3251,president obama mr romney what are your views on boston college's tailgating policy #importantquestions,President Obama --  Mr. Romney what are your views on Boston College's tailgating policy? #importantquestions
3253,is brilliant pointing out all the ways he #mittromney agree without being obvious about it brilliant #debate2012,@BarackObama is BRILLIANT - pointing out all the ways he & #MittRomney agree --  without being obvious about it. BRILLIANT. #debate2012
3256,i wish you could see what notes they are taking behind those podiums #debates #wjchat,I wish you could see what notes they are taking behind those podiums. #debates #wjchat
3257,#debates shutup mitt romney nobody asked for your opinion did you just offer obama sex,#debates shutup mitt romney nobody asked for your opinion did you just offer obama sex
3258,why couldn't #obama just say by passing the #jobcreationbill i've been trying pass which romneys party has repeatedly stymied #cnndebates,Why couldn't #Obama just say By passing the #JobCreationBill I've been trying 2 pass which Romneys party has repeatedly stymied #CNNDebates
3260,its obama and michelle's 20th anniversary and they spending it with mitt romneyi'll be damned,Its Obama and Michelle's 20th anniversary and they spending it with Mitt Romney...I'll be damned.
3261,oh i get it obama looks at education as make work something tells me that quality and actual learning isn't in that plan #denverdebate,Oh I get it --  Obama looks at Education as Make Work. Something tells me that Quality and Actual Learning isn't in that plan. #DenverDebate
3264,aww mittens was sweet too i'm suckers for sweetness guys even if it's fake political sweetness #denverdebate #2012presidentialdebate,Aww mittens was sweet too. I'm suckers for sweetness guys --  even if it's fake political sweetness. #denverdebate #2012PresidentialDebate
3265,i can't even stand the sound of luciferi mean mitt romney's voice,i can't even stand the sound of Lucifer....i mean --  Mitt Romney's voice.
3266,obama believes in recycling he's making the same promises as he did in #denverdebate,Obama believes in recycling; he's making the same promises as he did in 2008. #DenverDebate
3268,i'm really interested in hearing how mitt romney is going to answer these questions cuz he has said some interesting things thus far,I'm really interested in hearing how Mitt Romney is going to answer these questions cuz he has said some interesting things thus far
3271,lol rt president obama has a higher hand wave he's greeting everyone mitt romney has a lower hand wave that's for the,Lol RT @AngryBlkManDC President Obama has a higher hand wave --  he's greeting everyone. Mitt Romney has a lower hand wave --  that's for the 53%
3272,mitt romney has two defenses and tim tebow on his fantasy team,Mitt Romney has two defenses and Tim Tebow on his fantasy team.
3275,romney is just full of shit lots and lots of bull shit #debates,Romney is just full of shit --  lots and lots of bull shit #Debates
3278,mitt romney's programmers sitting on the sidelines desperately hoping he doesn't go into an infinite loop #debate,Mitt Romney's programmers sitting on the sidelines --  desperately hoping he doesn't go into an infinite loop. #debate
3279,in response to your question i would like to pretend that you didn't ask it and instead respond with a prepared statement #debates,In response to your question --  I would like to pretend that you didn't ask it --  and instead respond with a prepared statement.  #debates
3281,obama should be home celebrating his 20th w michelle instead he's standing on stage debating an empty suit #debates #debatewatch,Obama should be home celebrating his 20th w Michelle. Instead he's standing on stage debating an empty suit. #debates #DebateWatch
3283,romney tells stories of people he met campaigning whose stories sound suspiciously like will smith in pursuit of happyness #debates,Romney tells stories of people he met campaigning --  whose stories sound suspiciously like Will Smith in Pursuit of Happyness #debates
3286,president obama kicks off debate by ignoring the jobs question and wishing michelle a happy anniversary,President Obama kicks off debate by ignoring the jobs question and wishing Michelle a Happy Anniversary
3289,i'm watching #ncis instead of the #debates i'll be much much happier than any of you people,I'm watching #NCIS instead of the #debates. I'll be much --  much happier than any of you people....
3292,how are you going to keep tuition low obama you have had years to do so #romneyryan2012 #mom4mitt #gopwatchparty,How are you going to keep tuition low Obama?  You have had 4 years to do so  #RomneyRyan2012 #Mom4Mitt #GOPWatchParty
3294,the free market not government creates jobs support gary johnson the libertarian party #garyjohnsonforpresident #denverdebate,The free market --  not government --  creates jobs. Support Gary Johnson & the Libertarian Party. #GaryJohnsonForPresident #DenverDebate
3297,lmfao rt its obama and michelle's 20th anniversary and they spending it with mitt romneyi'll be damned,Lmfao RT @itsjsmiles: Its Obama and Michelle's 20th anniversary and they spending it with Mitt Romney...I'll be damned.
3298,#denverdebate questions on economy health care role of government governing minute closing #debates #obama,RT @pmalonecolo: #Denverdebate questions: 3 on economy; health care --  role of government --  governing - 2-minute closing. #Debates #Obama...
3304,a real man wishes his wife a happy anniversary in front of million people #obama2012,A real man wishes his wife a happy anniversary in front of 40 million people #Obama2012
3308,obama's phrase economic patriotism huey long's share our wealth not what we need in #2012election #presidentialdebate,Obama's Phrase --  Economic Patriotism = Huey Long's Share Our Wealth. Not what we need in 2012 #2012election #presidentialdebate
3309,lets go obama fight for teens trying to get an education #debates,Lets Go Obama !! FIGHT FOR TEENS TRYING TO GET AN EDUCATION !!! #Debates
3310,if i ever get hair like mitt romney's i'll be a happy man,If I ever get hair like Mitt Romney's --  I'll be a happy man
3311,lets watch mitt romney make an ass out of himself on national tv #again,Lets watch Mitt Romney make an ass out of himself on national tv #again
3312,romney high income people are doing just fine in this economy they'll do fine whether you're president or i am #debates,Romney: High income people are doing just fine in this economy. They'll do fine whether you're president or I am. #debates
3317,romney starts by telling stories of how he connects to people #debates,Romney starts by telling stories of how he connects to people ... #debates
3319,well trust me i'd rather be there in person with as well #republican #romneyryan2012 #america,@AliciaHerron1 @ulmernation well trust me --  I'd rather be there in person with @LanderHiott as well. #republican #RomneyRyan2012 #america
3320,obama starts by wishing michelle a happy anniversary heard some awing in the audience come on no noise #debates #hp2012,Obama starts by wishing Michelle a happy anniversary. Heard some awing in the audience - come on --  no noise! #debates #HP2012
3322,would have loved to have seen rick perry recite a fivepoint plan #debates,Would have loved to have seen Rick Perry recite a five-point plan #debates
3327,romney may be a mormon but at least he's open with his branch of christianity #nobama,Romney may be a Mormon --  but at least he's open with his branch of Christianity. #NObama
3328,#debates obama looks like he runs this he is relaxed and talking with confidence,#debates Obama looks like he runs this. He is relaxed and talking with confidence.
3336,can someone please slash this debate i must have some filthy ficcers following me i will buy you a whole pie #denverdebate,Can someone please slash this debate. I must have some filthy ficcers following me. I will buy you a whole pie. #denverdebate
3339,trickle down government i think that counts as a zinger take a drinkg #debates,Trickle down government. I think that counts as a zinger. Take a drinkg. #debates
3343,obama should get an award for being the cutest president of all time,Obama should get an award for being the cutest president of all time
3351,i'm so glad you'll watching something educational beneficial for a change,I'm so glad you'll watching something EDUCATIONAL & BENEFICIAL for a change!!
3352,pres says what we need to do what we will do etc question why the hell haven't you done anything thus far ie tax breaks #denverdebate,Pres says what we need to do --  what we will do -- etc Question: Why the hell haven't you done anything thus far? ie tax breaks #DenverDebate
3353,tonight is barack and michelle's 20th wedding anniversary what a way to celebrate #debates,tonight is Barack and Michelle's 20th wedding anniversary. what a way to celebrate! #debates
3355,follow the presidential debate live with edward klein president obama and gop challenger mitt #ny #news #nynews,Follow the presidential debate live with Edward Klein: President Obama and GOP challenger Mitt... http://t.co/Ug1Cg7mM #NY #News #NYNews
3356,this is exactly what i predicted a ccott brown tactic of telling long lofty stories with no answers #debates #romney,This is exactly what I predicted. A Ccott Brown tactic of telling long lofty stories with no answers. #Debates #Romney
3357,now that is what makes our country great rt no vuvulelas noted #obama2012 #debate,Now THAT is what makes our country great. RT @debontherocks: No vuvulelas. Noted. #obama2012 #debate
3361,did you know mitt romney is on the bengals as their new qb hes on my fantasy,@Xavierz97 @bryceeckmanuk21 did you know mitt Romney is on the bengals as their new qb?! Hes on my fantasy!
3362,how long until the blame bush bs comes out i say overunder is less than minutes #nobama #debates,how long until the blame Bush b.s. comes out? i say over/under is less than 30 minutes.... #Nobama #debates
3363,don't brag about race to the top president obama it's not an accomplishment #debates,Don't brag about Race to the Top --  President Obama. It's not an accomplishment. #Debates
3366,#debates the american people is interviewing candidates for the following position president of usa,#debates  The American people is interviewing Candidates for the following position: President of USA.
3367,ooh first little dig obama says he is going to talk specifically #denverdebate,Ooh --  first little dig --  Obama says he is going to talk specifically. #DenverDebate
3369,#debates #jjp stiff but ok for romney went vaguely specific small biz has to deal with tightening credit issues,#debates #jjp stiff but ok for Romney. Went vaguely specific. Small biz has to deal with tightening credit issues.
3370,lol rt rt debat capres as siapa tau mitt romney keceplosan ngomong haiyaa barack haiya,LOL RT @hpamungkas: RT @_wisnu: Debat capres AS. Siapa tau Mitt Romney keceplosan ngomong Haiyaa Barack --   haiya.....
3374,why would i watch the debate i don't care about what romney thinks #teamobama,RT @ExtraUNORDINARY: Why would I watch the debate ? I don't care about what Romney thinks. #TeamObama
3375,sheikie should attack both romney and obama and announce that he's running for president,@the_ironsheik Sheikie should attack both Romney and Obama and announce that he's running for president.
3377,dear future president if you forgive my student loans i promise to do a lot of economystimulating spending #debates,Dear future president: if you forgive my student loans --  I promise to do a lot of economy-stimulating spending. #debates
3384,manufacturing lower tax rates #debates #obama amazing idea manufacturing helps towns more than anything else,Manufacturing: lower tax rates #debates #obama AMAZING idea --- manufacturing helps towns more than anything else
3387,one time a pregnant female approached me and i was disgusted it's like the road out there jim mitt romney #presidentialdebate,One time a pregnant female approached me and I was disgusted --  it's like The Road out there Jim  - Mitt Romney #PresidentialDebate
3389,true to form mitt romney hit up his favorite la tan in preparation for tonight's debate,True to form --  Mitt Romney hit up his favorite LA Tan in preparation for tonight's debate.
3392,trying to be a well informed voter you should too #presidentialdebate time,trying to be a well informed voter --  you should too --  #presidentialdebate time
3394,ever since the guy on snl imitated obama's ehhuhh noise i now can't help but hear it really loudly as he talks #denverdebate,Ever since the guy on SNL imitated Obama's ehh/uhh noise --  I now can't help but hear it REALLY loudly as he talks. #DenverDebate
3396,if #obama mentions getting rid of gmo's in our food let me know actually don't bother he said he would last time around still hasn't,If #Obama mentions getting rid of GMO's in our food let me know!  Actually don't bother he said he would last time around & still hasn't!!!
3397,obama begins by telling michelle he loves her waiting to hear from the #factcheckers on that one #debates #beyondnov,Obama begins by telling Michelle he loves her. Waiting to hear from the #factcheck-ers on that one. #debates #BeyondNov
3402,and within seconds president obama reminds the american public that his wife is awesome #debates,And within seconds President Obama reminds the American public that his wife is awesome. #debates
3403,barack getting from those brownie points from the ladies for wishing #flotus a happy anniversary #debates,Barack getting from those brownie points from the ladies for wishing #FLOTUS a happy anniversary! #debates
3405,i should tell my story i'm also unemployed mitt romney speaking in to unemployed people in florida #denverdebate,I should tell my story. I'm also unemployed. Mitt Romney --  speaking in 2011 to unemployed people in Florida. #denverdebate
3406,how about michelle obama and ann romney have a wwe divas match #presidentialdebate,RT @mycallgrande: how about michelle obama and ann romney have a WWE divas match #PresidentialDebate
3408,so far the candidates are pretty evenly matched wait the romney campaign is letting mitt speak bold move advantage obama #debate,So far the candidates are pretty evenly matched..... Wait! The Romney Campaign is letting Mitt speak! Bold move. Advantage Obama. #debate
3416,obama playing the friendtothebusiness tax card by saying he too favors lower corporate tax rate #debates,Obama playing the friend-to-the-business tax card by saying he too favors lower corporate tax rate #debates
3417,no you have not improved education system by focusing on standardstestingevaluations we don't need no thought control #debates,no --  you have not improved education system by focusing on standards/testing/evaluations: we don't need no thought control #debates
3423,lol obama said wassup loser how ya doin ready to get owned yea ok #debates,lol Obama said wassup loser --  how ya doin? ready to get owned? yea? ok. #debates
3424,the fact that mitt romney is coming for michelle's laid edge crown #presidentialdebate,The fact that Mitt Romney is coming for Michelle's laid edge crown... #PresidentialDebate
3425,obama just let out his first sigh that didn't take long #romneyryan2012,Obama just let out his first sigh. That didn't take long. #RomneyRyan2012
3426,are we gonna double down on the policies which got us in this mess in the first place #obama #debate2012,Are we gonna double down on the policies which got us in this mess in the first place? -#Obama #Debate2012
3429,the new economic patriotismlove these euphemismsyou will hear this again how many houses and retirement nesteggs must we give up#tcot,The new economic patriotism..love these euphemisms!You will hear this again! How many houses and retirement nesteggs must we give up?#TCOT
3431,this girl on my tl is going for mitt romney and she is black i guess her parents are filthy rich,This girl on my TL is going for Mitt Romney and she is black -___- I guess her parents are filthy rich
3433,are either of these presidential candidates answering any of the questions asked #debates,Are either of these presidential candidates answering any of the questions asked? #debates
3435,obama needs to learn how to answer the question he's getting off track #debates,Obama needs to learn how to answer the question he's getting off track #Debates
3436,mitt romney's flag lapel pin is larger so he's clearly winning #analysis #debates,Mitt Romney's flag lapel pin is larger --  so he's clearly winning #analysis #debates
3438,what is this graph on the screen are the undecided voters flatlining #debates,What is this graph on the screen? Are the undecided voters flatlining? #debates
3439,so are you going to jump mitt romney for acknowledging president obama's anniversary,@JedediahBila so are you going to jump Mitt Romney for acknowledging President Obama's anniversary?
3440,congratulations mr president on your anniversary romney know damn well he isnt happy for obama smfh nigga is fronting,Congratulations mr. president on your anniversary Romney know damn well he isnt happy for Obama smfh nigga is FRONTING
3441,the red tieblue tie thing sucks i have a closet full of way cooler ties that would get them the hipster vote at least #denverdebate,The red tie/blue tie thing sucks.  I have a closet full of way cooler ties that would get them the hipster vote at least #DenverDebate
3442,obama you are just a wonderful president you've done so many great things for america lol jk,obama --  you are just a wonderful president. you've done so many great things for america. LOL JK.
3446,holler #romney do work go home we all know u have no clue what ur talking about did u forget the question,Holler #romney do work!! @BarackObama  GO HOME --  we all know u have NO CLUE what ur talking about! Did u forget the question!
3447,vote romney obama put us in high debt like really we don't need that #debates,Vote Romney. Obama put us in high debt. Like really? We don't need that. #Debates
3448,mitt romney you can't even get a solid red tie wtf,mitt romney you can't even get a solid red tie wtf
3450,#denverdebate red tie vs blue tiereally did they plan this or what,#denverdebate Red tie vs blue tie...really?  Did they plan this or what?
3451,i don't love obama but i can't freaking stand mitt romney that guy is out of touch,I don't love Obama --  but I can't freaking stand Mitt Romney. That guy is out of touch...
3453,for a man to look past watever he got pop'n and to show love and happy anniv to his wife is str8 gangsta #obama,for a man to look past watever he got pop'n and to show love and happy anniv to his wife is str8 gangsta #OBAMA
3457,i find obama attractive ok um for a president i should've added that part,@dearIovato: @stayingfordemi: I find Obama attractive ok um for a president --  I should've added that part
3460,i really want to be enlightened tonight last time mitt romney answered none of my questions at his rally,I really want to be enlightened tonight. Last time Mitt Romney answered none of my questions at his rally.
3461,walbridge another years of mr president obama go michigan's economy and construction love ya bp3,Walbridge another 4 years of Mr. President Obama go Michigan's economy and construction. Love ya!  Bp3
3462,really glad to have an #imhereivote cmpn partner on twitter tonight for the #debates #beinglatino #votolatinonow,Really glad to have @votolatino - an #ImHereIVote cmpn partner - on Twitter tonight for the #debates! #BeingLatino #VotoLatinoNOW
3463,wow got murdered out of the gate1st question romney shut him down obama sounds like a teenager running for class president,WOW! @BarackObama got MURDERED out of the gate.1st question --  Romney shut him down! Obama sounds like a teenager running for class president.
3469,record #presidentialdebate audience million bit more than super bowl then tonight million to watch lil,RT @ProfBlackistone: 1980 record #PresidentialDebate audience 80 million bit more than Super Bowl then. Tonight 60 million to watch --  lil ...
3470,president obama the question here tonight is not where weve been but where were going #forwardnotback,President Obama: The question here tonight is not where weve been --  but where were going.  #ForwardNotBack
3471,i love how they never do what the moderator tells them to do #obama #romney #debate #fools,I love how they never do what the moderator tells them to do. #Obama #Romney #Debate #Fools
3473,its obama and michelle's 20th anniversary and they spending it with mitt romneyi'll be damned,RT @itsjsmiles: Its Obama and Michelle's 20th anniversary and they spending it with Mitt Romney...I'll be damned.
3474,tell em the facts obama your with us not #debates the middle class rules,Tell em the facts Obama. Your with us 100% not 47%. #debates The middle class rules.
3475,happy anniversary baby now gimme a minute to kick some romney butt love ya obama #debates,Happy Anniversary --  baby. Now gimme a minute to kick some Romney butt. Love ya. -Obama #debates
3476,well here comes the counterpunch on the keystone pipeline count on it #debates,Well --  here comes the counterpunch on the Keystone pipeline. Count on it. #debates
3480,yo don't forget to check out the debate tonight between and #obama2012 #democracy #unh,RT @UNHDems: Yo @UofNH ! Don't forget to check out the debate tonight between @BarackObama and @MittRomney! #Obama2012  #democracy #UNH
3481,really wish obama wouldn't have even mentioned romney i believe that puts him behind from the start #debates,Really wish Obama wouldn't have even mentioned Romney. I believe that puts him behind from the start. #debates
3482,#romney is making up stories i'm pretty sure hahaha also dat awkward anniversary joke #cnndebate,#Romney is making up stories --  I'm pretty sure. Hahaha. Also --  Dat. awkward. anniversary. joke. #CNNdebate
3483,i soooo don't understand where the real time undecided voter ticker is coming from #denverdebate #cnn,I soooo don't understand where the real time undecided voter ticker is coming from. #denverdebate #cnn
3484,auto industry housing million jobs created top down or does america do best when the middle class does best #obama #debates,Auto Industry. Housing. 5 million + jobs created. Top down or does america do best when the middle class does best? #Obama #debates
3485,obama is looking directly in the camera eye that's how you do it boo #presidentialdebate,Obama is looking DIRECTLY in the camera eye. That's how you do it --  boo. #PresidentialDebate
3487,obama in case you forgot i am married to michelle obama also she is very very popular #debates,@TheFix: Obama: In case you forgot --  I am married to Michelle Obama. Also --  she is very very popular. #debates
3488,tune in here at et to watch president obama in tonights debate and get the facts you need to get his back http,RT @BarackObama: Tune in here at 9pm ET to watch President Obama in tonights debate --  and get the facts you need to get his back: http:/ ...
3494,mitt romney planned that joke six months ago and practiced it for hours #debate2012,Mitt Romney planned that joke six months ago and practiced it for hours #Debate2012
3496,your voting for mitt romney bc he got on a red tie fr lol,@Chief_Flame your voting for mitt romney b/c he got on a red tie --  fr ? lol
3499,crossing my fingers for a question about each candidates fantasy football teams #debates #realissues,Crossing my fingers for a question about each candidates fantasy football teams.  #debates #realissues
3503,debate time folks looking forward to hearing what these gents have to say #romneyryan2012 #debate2012,Debate time --  folks! Looking forward to hearing what these gents have to say. #romneyryan2012 #debate2012
3504,anybody else notice how mitt romney's american flag pin is bigger than obama's #mizdeb,anybody else notice how mitt romney's american flag pin is bigger than obama's? #mizdeb
3506,how are we going to hire math science teachers when honey boo boo exists #debates,How are we going to hire math & science teachers when Honey Boo Boo exists? #debates
3507,how does government keep any prices or tuition low that's the job of free markets #denverdebate,How does government keep ANY prices or tuition low? That's the job of free markets. #denverdebate
3509,obama's econ policy not to cut tax to invest more decision is in the hand of voters #electionsu #debates,Obama's econ policy: not to cut tax --  to invest more. Decision is in the hand of Voters! #electionSU #debates
3511,does wishing his wife a happy anniversary count as part of his minutes #debates,Does wishing his wife a happy anniversary count as part of his 2 minutes? #debates
3514,i'm sure this is the most romantic place you can imagine here with me #romney,I'm sure this is the most romantic place you can imagine... Here with me! #Romney
3516,coco tee voice barak obama barak obama ye ye oh ye,Coco Tee voice. Barak obama Barak Obama ye ye oh ye !
3520,was that one of mitt romneys #zinger he has been practicing the most romantic place to spend ur anniversary w me #presidentialdebate,Was that one of Mitt Romneys #zinger he has been practicing? the most romantic place to spend ur anniversary w/ me. #PresidentialDebate
3534,speaker what will you do about jobs president obama first off shouts out to michelle i see you baby,Speaker: What will you do about Jobs? President Obama: FIRST OFF --  SHOUTS OUT TO MICHELLE ;) I SEE YOU BABY
3535,thank you lord for president obama for thinking about the over crowded class rooms,THANK YOU LORD FOR PRESIDENT OBAMA FOR THINKING ABOUT THE OVER CROWDED CLASS ROOMS
3540,most important question of the #presidentialdebate do you think ole mitt uses botox,Most important question of the #PresidentialDebate: Do you think ole Mitt uses Botox?
3541,what happened to the thick accent that #obama had when speaking to a slightly different crowd #justcurious,What happened to the thick accent that #Obama had when speaking to a slightly different crowd? #justcurious http://t.co/D6XMZbHr
3544,#obama are we going to double down on top down policies that got us in this mess,#Obama are we going to double down on top down policies that got us in this mess?
3545,tonight is pres obama's 20th wedding anniversary can't think of a better way to spend it than with mitt romney,Tonight is Pres Obama's 20th wedding anniversary. Can't think of a better way to spend it than with Mitt Romney.
3546,obama and romney already battling differences of ideology and not actually policy someone attack #debates,Obama and Romney already battling differences of ideology and not actually policy. Someone attack! #Debates
3547,i swear all i hear when mitt romney is talking is womp womp womp womp womp womp womp womp womp,I swear all i hear when Mitt Romney is talking is :  Womp womp --  womp womp womp womp womp --  womp womp
3550,romney looks nervous obama looks confident and obama brings up michelle to start smart man she's more popular than him #debates,Romney looks nervous. Obama looks confident. AND Obama brings up Michelle to start. Smart man. She's more popular than him. #debates
3552,obama hire 100k stem teachers create comm college slots good news for #millennials if true #debates #roorxn,Obama: hire 100k STEM teachers --  create comm college slots; good news for #millennials if true #debates #roorxn
3553,im watchin it to obama beta do his thangrt tune into the debate #teamobama,Im watchin it to..! OBAMA beta do his thang..!RT @SgtB903: Tune into the Debate !! #TeamObama
3554,obama is the only president young people have ever tuned it to watch,Obama is the only president young people have ever tuned it to watch.
3555,did mitt romney just flirt with barack obama in front of michelle,Did Mitt Romney just flirt with Barack Obama in front of Michelle?
3557,obama in blue tie romney in red how will they reach across party platforms in those outfits #debates,Obama in blue tie --  Romney in red. How will they reach across party platforms in those outfits. #debates
3561,oh mitt is working the lady voters #debates not getting my vote #obama2012,Oh Mitt is working the lady voters #debates. Not getting my vote!   #obama2012
3566,obama wants to lower manufacturing taxes much like amercia's dem candidates #electionclass #debates,Obama wants to lower manufacturing taxes --  much like Amercia's Dem. candidates. #ElectionClass #debates
3567,president obama is eloquent romney pretty eloquent and human like as well #2012debate,President Obama is eloquent. Romney pretty eloquent and human like as well #2012debate
3575,romney's deerinheadlights look is unmatched perhaps in the history of presidential #debates,Romney's deer-in-headlights look is unmatched perhaps in the history of Presidential #debates
3576,why haven't you been doing this already and why is my tuition going up every year #nobama,Why haven't you been doing this already?? And why is my tuition going up every year?? #NObama
3578,presidential debate first year i get to vote in a presidential election #nbcpolitics #election2012 #excited,Presidential debate! First year I get to vote in a presidential election! #nbcpolitics #election2012 #excited :)
3582,keeping tuition low is not just for young people obama middle agers are hitting higher education too #denverdebate,Keeping Tuition low is not just for young people Obama --  middle agers are hitting higher education too #DenverDebate
3584,i think obama just caught some attention by saying he'd keep tuition cost low for colleges #presidentialdebate,I think Obama just caught some attention by saying he'd keep tuition cost low for colleges #presidentialdebate
3585,mitt romney he said do you want to ask a question not make a statement so you can't hear,Mitt Romney... He said do you want to ask a question not make a statement. So you can't hear????
3590,dear mitt please remind will be presiding over the biggest tax increase in american history #denverdebate,Dear Mitt: Please remind @BarackObama will be presiding over the biggest tax increase in American history  #DenverDebate
3591,i could care less about obama the fact that he's black and he's the first black president and all that bs doesn't impress me,I could care less about Obama. The fact that he's black and he's the first black president and all that bs doesn't impress me.
3594,i am just as excited for president obama's 2nd term as i was for his first #obama2012,RT @SupermanHotMale: I am just as excited for President Obama's 2nd Term as I was for his first... #Obama2012
3596,hahaha lets not confuse americans barack obama years ago on this day i #shariahmarried michelle obama #debates #mu,Hahaha! Lets not confuse Americans! @hsmoghul: Barack Obama: 20 years ago on this day --  I #shariah-married Michelle Obama #debates #mu
3597,focusing solely on the middle class implies desirability of structural poverty #denverdebate,focusing solely on the middle class implies desirability of structural poverty #denverdebate
3599,yo la nan #teamobama but yo pas konnen anyen de campagne misye,Yo la nan #TeamObama but yo pas Konnen anyen de campagne misye
3600,judging from the little thingy at the bottom of cnn's screen undecided male voters in co have a collective beaner for mitt romney #debates,Judging from the little thingy at the bottom of CNN's screen --  undecided male voters in CO have a collective beaner for Mitt Romney. #debates
3603,i want to thank governor romney and the university of denver for their hospitality president obama #debatedenver,I want to thank Governor Romney and the University of Denver for their hospitality. - President Obama #debatedenver
3606,must be jonathan's dirt rt wow mitt romney's hair is amazing tonight massive volume,Must be Jonathan's Dirt RT @sarah_ross: wow - mitt romney's hair is AMAZING tonight . . . massive volume
3610,someone better call me when obama romney start rap battling also can't wait to see the cage fight between michelle o ann r #debates,Someone better call me when Obama & Romney start Rap battling! Also Can't wait to see the Cage Fight between Michelle O. & Ann R.! #debates
3611,the nice thing about #garyjohnsonforpresident doing his own broadcast is that he can lol at #romney #obama when they speak #denverdebate,The nice thing about #GaryJohnsonForPresident doing his own broadcast is that he can LOL at #Romney & #Obama when they speak. #denverdebate
3616,don't care what your political views are mitt romney is smokin hot,Don't care what your political views are... Mitt Romney is smokin hot.
3617,damn obama i thought you were supposed to answer the question #romneyryan2012 #debates,Damn Obama I thought you were supposed to answer the question #RomneyRyan2012 #Debates
3618,think it would be interesting if they had a clock on the screen at the #presidentialdebate to track whether or not they're going over time,Think it would be interesting if they had a clock on the screen at the #PresidentialDebate to track whether or not they're going over time.
3621,president obama i want to make sure that we keep tuition low for our young people #truth #debate,President Obama: I want to make sure that we keep tuition low for our young people. #truth #debate
3624,#romney makes a funny that gets better play than #obama that it's romantic for the prez to spend his anniversary w republican nominee,#Romney makes a funny that gets better play than #Obama. That it's romantic for the prez to spend his anniversary w/ republican nominee
3625,#obama dancing around the question dont ya love when people don't answer the question directly,#Obama dancing around the question! Dont ya love when people don't answer the question directly!
3629,president obama is speaking on jobs and the economy who's watching #hot1079watchparty #2012presidentialdebate,President Obama is speaking on jobs and the economy --  who's watching #hot1079watchparty #2012presidentialdebate
3632,what is your plan to contain health care costs thank you mrt would you ask at tonights debate #ask4business #debates,What is your plan to contain health care costs? Thank you. mRT @uschamber ...would you ask at tonights debate? #Ask4Business #debates
3634,happy anniversary to the couple everyone should look up to president obama and michelle obama,Happy anniversary to the couple everyone should look up to. President Obama and Michelle Obama
3635,i hope all you tweeters are watching the first presidential debate # #vote #presidentialdebate,I hope all you tweeters are watching the First Presidential Debate #2012 #VOTE #presidentialdebate http://t.co/ZlJCYwhX
3644,obama begint duidelijk met dat hij een amerika moest leiden in een crises #debates #us2012,Obama begint duidelijk met dat hij een Amerika moest leiden in een crises #debates #US2012
