DocId,Tweet,Processed,Score
3423,lol Obama said wassup loser --  how ya doin? ready to get owned? yea? ok. #debates,lol obama said wassup loser how ya doin ready to get owned yea ok #debates,26.975216
3424,The fact that Mitt Romney is coming for Michelle's laid edge crown... #PresidentialDebate,the fact that mitt romney is coming for michelle's laid edge crown #presidentialdebate,5.679767000000001
3425,Obama just let out his first sigh. That didn't take long. #RomneyRyan2012,obama just let out his first sigh that didn't take long #romneyryan2012,17.480746
3426,Are we gonna double down on the policies which got us in this mess in the first place? -#Obama #Debate2012,are we gonna double down on the policies which got us in this mess in the first place #obama #debate2012,24.073932000000003
3429,The new economic patriotism..love these euphemisms!You will hear this again! How many houses and retirement nesteggs must we give up?#TCOT,the new economic patriotismlove these euphemismsyou will hear this again how many houses and retirement nesteggs must we give up#tcot,15.154900999999999
3431,This girl on my TL is going for Mitt Romney and she is black -___- I guess her parents are filthy rich,this girl on my tl is going for mitt romney and she is black i guess her parents are filthy rich,9.280082
3433,Are either of these presidential candidates answering any of the questions asked? #debates,are either of these presidential candidates answering any of the questions asked #debates,19.57077
3435,Obama needs to learn how to answer the question he's getting off track #Debates,obama needs to learn how to answer the question he's getting off track #debates,20.227913
3436,Mitt Romney's flag lapel pin is larger --  so he's clearly winning #analysis #debates,mitt romney's flag lapel pin is larger so he's clearly winning #analysis #debates,16.467427999999998
3438,What is this graph on the screen? Are the undecided voters flatlining? #debates,what is this graph on the screen are the undecided voters flatlining #debates,13.553248
3439,@JedediahBila so are you going to jump Mitt Romney for acknowledging President Obama's anniversary?,so are you going to jump mitt romney for acknowledging president obama's anniversary,19.702322000000002
3440,Congratulations mr. president on your anniversary Romney know damn well he isnt happy for Obama smfh nigga is FRONTING,congratulations mr president on your anniversary romney know damn well he isnt happy for obama smfh nigga is fronting,28.049220000000002
3441,The red tie/blue tie thing sucks.  I have a closet full of way cooler ties that would get them the hipster vote at least #DenverDebate,the red tieblue tie thing sucks i have a closet full of way cooler ties that would get them the hipster vote at least #denverdebate,29.390529
3442,obama --  you are just a wonderful president. you've done so many great things for america. LOL JK.,obama you are just a wonderful president you've done so many great things for america lol jk,25.106938
3446,Holler #romney do work!! @BarackObama  GO HOME --  we all know u have NO CLUE what ur talking about! Did u forget the question!,holler #romney do work go home we all know u have no clue what ur talking about did u forget the question,21.611445000000003
3447,Vote Romney. Obama put us in high debt. Like really? We don't need that. #Debates,vote romney obama put us in high debt like really we don't need that #debates,28.007685
3448,mitt romney you can't even get a solid red tie wtf,mitt romney you can't even get a solid red tie wtf,18.305493000000002
3450,#denverdebate Red tie vs blue tie...really?  Did they plan this or what?,#denverdebate red tie vs blue tiereally did they plan this or what,17.514556
3451,I don't love Obama --  but I can't freaking stand Mitt Romney. That guy is out of touch...,i don't love obama but i can't freaking stand mitt romney that guy is out of touch,5.873218
3453,for a man to look past watever he got pop'n and to show love and happy anniv to his wife is str8 gangsta #OBAMA,for a man to look past watever he got pop'n and to show love and happy anniv to his wife is str8 gangsta #obama,23.461037
3457,@dearIovato: @stayingfordemi: I find Obama attractive ok um for a president --  I should've added that part,i find obama attractive ok um for a president i should've added that part,10.193254
3460,I really want to be enlightened tonight. Last time Mitt Romney answered none of my questions at his rally.,i really want to be enlightened tonight last time mitt romney answered none of my questions at his rally,17.132668
3461,Walbridge another 4 years of Mr. President Obama go Michigan's economy and construction. Love ya!  Bp3,walbridge another years of mr president obama go michigan's economy and construction love ya bp3,19.092658
3462,Really glad to have @votolatino - an #ImHereIVote cmpn partner - on Twitter tonight for the #debates! #BeingLatino #VotoLatinoNOW,really glad to have an #imhereivote cmpn partner on twitter tonight for the #debates #beinglatino #votolatinonow,15.745180999999999
3463,WOW! @BarackObama got MURDERED out of the gate.1st question --  Romney shut him down! Obama sounds like a teenager running for class president.,wow got murdered out of the gate1st question romney shut him down obama sounds like a teenager running for class president,27.515983
3469,RT @ProfBlackistone: 1980 record #PresidentialDebate audience 80 million bit more than Super Bowl then. Tonight 60 million to watch --  lil ...,record #presidentialdebate audience million bit more than super bowl then tonight million to watch lil,19.440218
3470,President Obama: The question here tonight is not where weve been --  but where were going.  #ForwardNotBack,president obama the question here tonight is not where weve been but where were going #forwardnotback,17.867217
3471,I love how they never do what the moderator tells them to do. #Obama #Romney #Debate #Fools,i love how they never do what the moderator tells them to do #obama #romney #debate #fools,11.91296
3473,RT @itsjsmiles: Its Obama and Michelle's 20th anniversary and they spending it with Mitt Romney...I'll be damned.,its obama and michelle's 20th anniversary and they spending it with mitt romneyi'll be damned,10.490447999999999
3474,Tell em the facts Obama. Your with us 100% not 47%. #debates The middle class rules.,tell em the facts obama your with us not #debates the middle class rules,20.828877
3475,Happy Anniversary --  baby. Now gimme a minute to kick some Romney butt. Love ya. -Obama #debates,happy anniversary baby now gimme a minute to kick some romney butt love ya obama #debates,28.899881
3476,Well --  here comes the counterpunch on the Keystone pipeline. Count on it. #debates,well here comes the counterpunch on the keystone pipeline count on it #debates,12.549629
3480,RT @UNHDems: Yo @UofNH ! Don't forget to check out the debate tonight between @BarackObama and @MittRomney! #Obama2012  #democracy #UNH,yo don't forget to check out the debate tonight between and #obama2012 #democracy #unh,14.82889
3481,Really wish Obama wouldn't have even mentioned Romney. I believe that puts him behind from the start. #debates,really wish obama wouldn't have even mentioned romney i believe that puts him behind from the start #debates,17.140054
3482,#Romney is making up stories --  I'm pretty sure. Hahaha. Also --  Dat. awkward. anniversary. joke. #CNNdebate,#romney is making up stories i'm pretty sure hahaha also dat awkward anniversary joke #cnndebate,23.370235
3483,I soooo don't understand where the real time undecided voter ticker is coming from. #denverdebate #cnn,i soooo don't understand where the real time undecided voter ticker is coming from #denverdebate #cnn,14.486659
3484,Auto Industry. Housing. 5 million + jobs created. Top down or does america do best when the middle class does best? #Obama #debates,auto industry housing million jobs created top down or does america do best when the middle class does best #obama #debates,30.205720999999997
3485,Obama is looking DIRECTLY in the camera eye. That's how you do it --  boo. #PresidentialDebate,obama is looking directly in the camera eye that's how you do it boo #presidentialdebate,5.577451
3487,@TheFix: Obama: In case you forgot --  I am married to Michelle Obama. Also --  she is very very popular. #debates,obama in case you forgot i am married to michelle obama also she is very very popular #debates,13.960308999999999
3488,RT @BarackObama: Tune in here at 9pm ET to watch President Obama in tonights debate --  and get the facts you need to get his back: http:/ ...,tune in here at et to watch president obama in tonights debate and get the facts you need to get his back http,35.691103000000005
3494,Mitt Romney planned that joke six months ago and practiced it for hours #Debate2012,mitt romney planned that joke six months ago and practiced it for hours #debate2012,10.063055
3496,@Chief_Flame your voting for mitt romney b/c he got on a red tie --  fr ? lol,your voting for mitt romney bc he got on a red tie fr lol,15.538546
3499,Crossing my fingers for a question about each candidates fantasy football teams.  #debates #realissues,crossing my fingers for a question about each candidates fantasy football teams #debates #realissues,16.889693
3503,Debate time --  folks! Looking forward to hearing what these gents have to say. #romneyryan2012 #debate2012,debate time folks looking forward to hearing what these gents have to say #romneyryan2012 #debate2012,20.677968
3504,anybody else notice how mitt romney's american flag pin is bigger than obama's? #mizdeb,anybody else notice how mitt romney's american flag pin is bigger than obama's #mizdeb,20.861518
3506,How are we going to hire math & science teachers when Honey Boo Boo exists? #debates,how are we going to hire math science teachers when honey boo boo exists #debates,20.320697999999997
3507,How does government keep ANY prices or tuition low? That's the job of free markets. #denverdebate,how does government keep any prices or tuition low that's the job of free markets #denverdebate,21.857519
3509,Obama's econ policy: not to cut tax --  to invest more. Decision is in the hand of Voters! #electionSU #debates,obama's econ policy not to cut tax to invest more decision is in the hand of voters #electionsu #debates,26.00587
3511,Does wishing his wife a happy anniversary count as part of his 2 minutes? #debates,does wishing his wife a happy anniversary count as part of his minutes #debates,26.504104000000005
3514,I'm sure this is the most romantic place you can imagine... Here with me! #Romney,i'm sure this is the most romantic place you can imagine here with me #romney,9.430392
3516,Coco Tee voice. Barak obama Barak Obama ye ye oh ye !,coco tee voice barak obama barak obama ye ye oh ye,7.091529999999999
3520,Was that one of Mitt Romneys #zinger he has been practicing? the most romantic place to spend ur anniversary w/ me. #PresidentialDebate,was that one of mitt romneys #zinger he has been practicing the most romantic place to spend ur anniversary w me #presidentialdebate,29.735738
3534,Speaker: What will you do about Jobs? President Obama: FIRST OFF --  SHOUTS OUT TO MICHELLE ;) I SEE YOU BABY,speaker what will you do about jobs president obama first off shouts out to michelle i see you baby,25.159518
3535,THANK YOU LORD FOR PRESIDENT OBAMA FOR THINKING ABOUT THE OVER CROWDED CLASS ROOMS,thank you lord for president obama for thinking about the over crowded class rooms,11.12943
3540,Most important question of the #PresidentialDebate: Do you think ole Mitt uses Botox?,most important question of the #presidentialdebate do you think ole mitt uses botox,11.414734000000001
3541,What happened to the thick accent that #Obama had when speaking to a slightly different crowd? #justcurious http://t.co/D6XMZbHr,what happened to the thick accent that #obama had when speaking to a slightly different crowd #justcurious,5.6202510000000006
3544,#Obama are we going to double down on top down policies that got us in this mess?,#obama are we going to double down on top down policies that got us in this mess,17.184987
3545,Tonight is Pres Obama's 20th wedding anniversary. Can't think of a better way to spend it than with Mitt Romney.,tonight is pres obama's 20th wedding anniversary can't think of a better way to spend it than with mitt romney,27.715663
3546,Obama and Romney already battling differences of ideology and not actually policy. Someone attack! #Debates,obama and romney already battling differences of ideology and not actually policy someone attack #debates,21.102352
3547,I swear all i hear when Mitt Romney is talking is :  Womp womp --  womp womp womp womp womp --  womp womp,i swear all i hear when mitt romney is talking is womp womp womp womp womp womp womp womp womp,10.248491999999999
3550,Romney looks nervous. Obama looks confident. AND Obama brings up Michelle to start. Smart man. She's more popular than him. #debates,romney looks nervous obama looks confident and obama brings up michelle to start smart man she's more popular than him #debates,26.325867999999996
3552,Obama: hire 100k STEM teachers --  create comm college slots; good news for #millennials if true #debates #roorxn,obama hire 100k stem teachers create comm college slots good news for #millennials if true #debates #roorxn,24.710665000000002
3553,Im watchin it to..! OBAMA beta do his thang..!RT @SgtB903: Tune into the Debate !! #TeamObama,im watchin it to obama beta do his thangrt tune into the debate #teamobama,9.679377
3554,Obama is the only president young people have ever tuned it to watch.,obama is the only president young people have ever tuned it to watch,16.272441
3555,Did Mitt Romney just flirt with Barack Obama in front of Michelle?,did mitt romney just flirt with barack obama in front of michelle,14.645696999999998
3557,Obama in blue tie --  Romney in red. How will they reach across party platforms in those outfits. #debates,obama in blue tie romney in red how will they reach across party platforms in those outfits #debates,20.236601
3561,Oh Mitt is working the lady voters #debates. Not getting my vote!   #obama2012,oh mitt is working the lady voters #debates not getting my vote #obama2012,21.145339
3566,Obama wants to lower manufacturing taxes --  much like Amercia's Dem. candidates. #ElectionClass #debates,obama wants to lower manufacturing taxes much like amercia's dem candidates #electionclass #debates,24.350053999999997
3567,President Obama is eloquent. Romney pretty eloquent and human like as well #2012debate,president obama is eloquent romney pretty eloquent and human like as well #2012debate,18.399501
3575,Romney's deer-in-headlights look is unmatched perhaps in the history of Presidential #debates,romney's deerinheadlights look is unmatched perhaps in the history of presidential #debates,19.279783
3576,Why haven't you been doing this already?? And why is my tuition going up every year?? #NObama,why haven't you been doing this already and why is my tuition going up every year #nobama,12.57145
3578,Presidential debate! First year I get to vote in a presidential election! #nbcpolitics #election2012 #excited :),presidential debate first year i get to vote in a presidential election #nbcpolitics #election2012 #excited,32.421934
3582,Keeping Tuition low is not just for young people Obama --  middle agers are hitting higher education too #DenverDebate,keeping tuition low is not just for young people obama middle agers are hitting higher education too #denverdebate,27.298186000000005
3584,I think Obama just caught some attention by saying he'd keep tuition cost low for colleges #presidentialdebate,i think obama just caught some attention by saying he'd keep tuition cost low for colleges #presidentialdebate,21.643708
3585,Mitt Romney... He said do you want to ask a question not make a statement. So you can't hear????,mitt romney he said do you want to ask a question not make a statement so you can't hear,20.100053999999997
3590,Dear Mitt: Please remind @BarackObama will be presiding over the biggest tax increase in American history  #DenverDebate,dear mitt please remind will be presiding over the biggest tax increase in american history #denverdebate,17.994576
3591,I could care less about Obama. The fact that he's black and he's the first black president and all that bs doesn't impress me.,i could care less about obama the fact that he's black and he's the first black president and all that bs doesn't impress me,18.269526000000003
3594,RT @SupermanHotMale: I am just as excited for President Obama's 2nd Term as I was for his first... #Obama2012,i am just as excited for president obama's 2nd term as i was for his first #obama2012,23.761506999999998
3596,Hahaha! Lets not confuse Americans! @hsmoghul: Barack Obama: 20 years ago on this day --  I #shariah-married Michelle Obama #debates #mu,hahaha lets not confuse americans barack obama years ago on this day i #shariahmarried michelle obama #debates #mu,21.756795999999998
3597,focusing solely on the middle class implies desirability of structural poverty #denverdebate,focusing solely on the middle class implies desirability of structural poverty #denverdebate,9.61636
3599,Yo la nan #TeamObama but yo pas Konnen anyen de campagne misye,yo la nan #teamobama but yo pas konnen anyen de campagne misye,10.775782
3600,Judging from the little thingy at the bottom of CNN's screen --  undecided male voters in CO have a collective beaner for Mitt Romney. #debates,judging from the little thingy at the bottom of cnn's screen undecided male voters in co have a collective beaner for mitt romney #debates,17.412865999999998
3603,I want to thank Governor Romney and the University of Denver for their hospitality. - President Obama #debatedenver,i want to thank governor romney and the university of denver for their hospitality president obama #debatedenver,15.926718000000001
3606,Must be Jonathan's Dirt RT @sarah_ross: wow - mitt romney's hair is AMAZING tonight . . . massive volume,must be jonathan's dirt rt wow mitt romney's hair is amazing tonight massive volume,13.840801999999998
3610,Someone better call me when Obama & Romney start Rap battling! Also Can't wait to see the Cage Fight between Michelle O. & Ann R.! #debates,someone better call me when obama romney start rap battling also can't wait to see the cage fight between michelle o ann r #debates,33.236841999999996
3611,The nice thing about #GaryJohnsonForPresident doing his own broadcast is that he can LOL at #Romney & #Obama when they speak. #denverdebate,the nice thing about #garyjohnsonforpresident doing his own broadcast is that he can lol at #romney #obama when they speak #denverdebate,13.399063000000002
3616,Don't care what your political views are... Mitt Romney is smokin hot.,don't care what your political views are mitt romney is smokin hot,5.6538960000000005
3617,Damn Obama I thought you were supposed to answer the question #RomneyRyan2012 #Debates,damn obama i thought you were supposed to answer the question #romneyryan2012 #debates,18.465786
3618,Think it would be interesting if they had a clock on the screen at the #PresidentialDebate to track whether or not they're going over time.,think it would be interesting if they had a clock on the screen at the #presidentialdebate to track whether or not they're going over time,11.230222999999999
3621,President Obama: I want to make sure that we keep tuition low for our young people. #truth #debate,president obama i want to make sure that we keep tuition low for our young people #truth #debate,35.598685999999994
3624,#Romney makes a funny that gets better play than #Obama. That it's romantic for the prez to spend his anniversary w/ republican nominee,#romney makes a funny that gets better play than #obama that it's romantic for the prez to spend his anniversary w republican nominee,25.622397
3625,#Obama dancing around the question! Dont ya love when people don't answer the question directly!,#obama dancing around the question dont ya love when people don't answer the question directly,19.337229
3629,President Obama is speaking on jobs and the economy --  who's watching #hot1079watchparty #2012presidentialdebate,president obama is speaking on jobs and the economy who's watching #hot1079watchparty #2012presidentialdebate,19.619003
3632,What is your plan to contain health care costs? Thank you. mRT @uschamber ...would you ask at tonights debate? #Ask4Business #debates,what is your plan to contain health care costs thank you mrt would you ask at tonights debate #ask4business #debates,21.694681
3634,Happy anniversary to the couple everyone should look up to. President Obama and Michelle Obama,happy anniversary to the couple everyone should look up to president obama and michelle obama,26.113492
3635,I hope all you tweeters are watching the First Presidential Debate #2012 #VOTE #presidentialdebate http://t.co/ZlJCYwhX,i hope all you tweeters are watching the first presidential debate # #vote #presidentialdebate,20.069748
3644,Obama begint duidelijk met dat hij een Amerika moest leiden in een crises #debates #US2012,obama begint duidelijk met dat hij een amerika moest leiden in een crises #debates #us2012,11.806244
3645,Good job on making them confront each other. They were kind of dancing around for a bit. #debates,good job on making them confront each other they were kind of dancing around for a bit #debates,19.445286
3646,Obama said he wants to keep tuition low for college students .. what more do i need to hear ? #Obama2012 .,obama said he wants to keep tuition low for college students what more do i need to hear #obama2012,25.916097
3651,Help us measure sentiment on #debates: Click on the word that describes how you feel now http://t.co/6utKPjv5 http://t.co/nRevdSTD,help us measure sentiment on #debates click on the word that describes how you feel now,22.105097
3652,I look forward to a night of both candidates dodging the questions instead of giving a definitive answer. #debates,i look forward to a night of both candidates dodging the questions instead of giving a definitive answer #debates,22.522868
3653,RT @kszendrey: That was probably one of the most awkward handshake/embrace things I have ever seen. #presidentialdebate,that was probably one of the most awkward handshakeembrace things i have ever seen #presidentialdebate,13.310373
3654,Obama talking about Race to the Top and hiring new math and science teachers.  #debates,obama talking about race to the top and hiring new math and science teachers #debates,25.555307999999997
3655,Mitt: 1 Obama: -1 you must answer the question to get a point Mr. President.,mitt obama you must answer the question to get a point mr president,22.932121000000002
3657,Ooh! The women in CNN's undecided voters pool are slightly up from the men!! This means something! #denverdebate,ooh the women in cnn's undecided voters pool are slightly up from the men this means something #denverdebate,19.618903
3658,No ass right now for Obama on his anniversary he debating #obama2012 #support #obama2012 #obama2012 #support #obama2012 #obama2012,no ass right now for obama on his anniversary he debating #obama2012 #support #obama2012 #obama2012 #support #obama2012 #obama2012,37.14855299999999
3662,Are these guys going to play grab ass or square off like men Don Frye style.  #mma #PresidentialDebate,are these guys going to play grab ass or square off like men don frye style #mma #presidentialdebate,18.773277000000004
3663,President Obama is the best speaker I've ever heard --  this man has a great delivery.,president obama is the best speaker i've ever heard this man has a great delivery,17.381838
3668,@jamiekilstein: A woman grabbed my arm --  after I struck her and had her detained I took a nap. #denverdebate Bahahahaha.,a woman grabbed my arm after i struck her and had her detained i took a nap #denverdebate bahahahaha,10.213414
3669,RT @LatinosforObama: Corre la voz so your friends and family know Mitt Romney is the wrong choice for our community. #ForwardNotBack htt ...,corre la voz so your friends and family know mitt romney is the wrong choice for our community #forwardnotback htt,13.424878000000001
3670,I think President Obama is going to take a page out of Billy Madison...I pick..Business ethicsss...,i think president obama is going to take a page out of billy madisoni pickbusiness ethicsss,14.648137
3674,Not to be racist but black people only like Obama cuz he's black. He is a horrible president #retards,not to be racist but black people only like obama cuz he's black he is a horrible president #retards,19.503944999999998
3677,RT @JoanieGentian: RT @LOLGOP: Every time Mitt Romney appears on TV --  managers at Men's Wearhouse count their mannequins.,every time mitt romney appears on tv managers at men's wearhouse count their mannequins,6.968726
3680,So #romney wants to ta me less and soend less. #obama wants to tAx more and spen less even tho he said spend less 4 yrs ago,so #romney wants to ta me less and soend less #obama wants to tax more and spen less even tho he said spend less yrs ago,24.238371
3681,Mr. President --  Governor --  now a question from Bristol --  CT: Don't you think Tebow should be starting? #debates,mr president governor now a question from bristol ct don't you think tebow should be starting #debates,27.102669999999996
3682,.@mittromney #Debates like he's reading from a PowerPoint. That's not partisan; that's the truth.,#debates like he's reading from a powerpoint that's not partisan that's the truth,12.042383000000001
3686,I was going to DVR the debate --  but I just keep staring at it sooooooooo here I am watching #Obama,i was going to dvr the debate but i just keep staring at it sooooooooo here i am watching #obama,18.037900999999998
3688,They're going to get around to fixing the NHL lockout --  right? #Debates,they're going to get around to fixing the nhl lockout right #debates,19.519000000000002
3691,Obamas gonna make history this fall... first Black president to serve just one term! #Romney #fuObama,obamas gonna make history this fall first black president to serve just one term #romney #fuobama,31.193265000000004
3695,#debates Romney says get energy independent. Does he know we exported more oil than we imported the last 2 years? #GaryJohnsonForPresident,#debates romney says get energy independent does he know we exported more oil than we imported the last years #garyjohnsonforpresident,28.833757000000002
3697,@maddow Dear #MittRomney  --  when your corner tells you to STAY DOWN --  please get back up. #obamaKO #debate.,dear #mittromney when your corner tells you to stay down please get back up #obamako #debate,22.036302
3698,I want to --  I want to ... you know you've had 4 years to --  right? #DenverDebate,i want to i want to you know you've had years to right #denverdebate,19.096248
3700,im watching this debate like im voting for mitt romney ..thats the only way you see both sides,im watching this debate like im voting for mitt romney thats the only way you see both sides,21.584991
3701,awhh! he wished her happy anniversary before he started his debate! that was cute. points for President Obama already!,awhh he wished her happy anniversary before he started his debate that was cute points for president obama already,29.828178000000005
3702,RT @MyPinkTrapHouse: Obama & Mitt Romney Know They Can't Stand Each Other But They Gave Each Other A Hug #Swerve,obama mitt romney know they can't stand each other but they gave each other a hug #swerve,5.528852
3703,Oh --  Mittens --  you do make me laugh at your nonsensical approach to life. #presidentialdebate,oh mittens you do make me laugh at your nonsensical approach to life #presidentialdebate,14.110424
3704,Watching the #Debates while also attempting to take notes on my A&P lecture...not an easy multitasking feat.,watching the #debates while also attempting to take notes on my ap lecturenot an easy multitasking feat,14.803090000000001
3705,I don't care who's president as long as it's not Obama,i don't care who's president as long as it's not obama,8.097445
3707,In elementary school --  mitt Romney was the kid that reminded the teacher that the class had homework.,in elementary school mitt romney was the kid that reminded the teacher that the class had homework,7.771774000000001
3710,@GiGiLaModela: Let's see what bull shit comes out of Mitt Romney's mouth tonight...you forgot about Obama's too! All politicians speak BS!,let's see what bull shit comes out of mitt romney's mouth tonightyou forgot about obama's too all politicians speak bs,22.353839000000004
3711,Me encanta #Obama hablando de su esposa en pleno debate..  Que sweet :),me encanta #obama hablando de su esposa en pleno debate que sweet,16.803457
3712,Just because you are a good public speaker does not mean you should be President #coughcough #Nobama,just because you are a good public speaker does not mean you should be president #coughcough #nobama,19.506159
3715,RT @HuffingtonPost: We have begun to fight our way back -Obama on economy/job creation http://t.co/UAriz1bH  #debates,we have begun to fight our way back obama on economyjob creation #debates,15.137673
3717,Why isn't Obama speaking like he did in 2007? #Obama deserves an Oscar for his acting abilities!,why isn't obama speaking like he did in #obama deserves an oscar for his acting abilities,6.181876
3720,Romantic... with Romney!?!?! Biggest zinger of the night right out the door! #debates,romantic with romney biggest zinger of the night right out the door #debates,16.741895
3722,RT @WebMD: Prep yourself for the debate on health care --  go to WebMD:  http://t.co/fBcUcSOy #debates,prep yourself for the debate on health care go to webmd #debates,16.946175
3724,One thing for sure I want to hear some solutions --  less second hand stories --  and  less zingers #OnPointWatch #PresidentialDebate,one thing for sure i want to hear some solutions less second hand stories and less zingers #onpointwatch #presidentialdebate,29.255993
3728,Obama is one of the best president the united states ever had .,obama is one of the best president the united states ever had,17.021183999999998
3729,Michelle Obama's box must be amazing for him to shout her out in his opening statement for the debate. #PresidentialDebate,michelle obama's box must be amazing for him to shout her out in his opening statement for the debate #presidentialdebate,23.547173
3732,I find mitt romney so attractive...and so are his five sons.,i find mitt romney so attractiveand so are his five sons,0.718527
3734,Is he just making this up on the fly? #denverdebate Oh...yeah --  I want to hire 100 -- 00 teachers --  33 astronauts --  and 362 popcorn vendors....,is he just making this up on the fly #denverdebate ohyeah i want to hire teachers astronauts and popcorn vendors,18.219088
3735,Going For Obama --  Whites Been Running Shit For Centurys! Let Obama Do His Thaang ! #Obama,going for obama whites been running shit for centurys let obama do his thaang #obama,10.148633
3736,Romney taking the sympathy route for his answers on creating jobs. #PresidentialDebate,romney taking the sympathy route for his answers on creating jobs #presidentialdebate,11.892928
3738,Great intro by Romney! Telling those not familiar how Romney will be different than Obama. Facts --  facts --  facts. #DenverDebate,great intro by romney telling those not familiar how romney will be different than obama facts facts facts #denverdebate,14.591518
3739,'I love you Moochelle! And things are getting better --  uh --  yeah.' Forget specifics.  #presidentialdebate,i love you moochelle and things are getting better uh yeah forget specifics #presidentialdebate,13.209244
3740,Mr. President...please respond to 'TRICKLE DOWN comment by Romney. Obama hire more math and science teachers. Tuition too high.,mr presidentplease respond to trickle down comment by romney obama hire more math and science teachers tuition too high,17.730828000000002
3743,Mitt Romney should be the spokesman for Just for Men: Touch of Grey. #stayinthegame,mitt romney should be the spokesman for just for men touch of grey #stayinthegame,7.178405
3745,Education in Obama's wheelhouse --  I really want to know if Romney counters w/ something different #ElectionClass #Debates,education in obama's wheelhouse i really want to know if romney counters w something different #electionclass #debates,38.374863
3747,Tell us about the trickle down thing. Nope --  not gonna answer that one --  I'll do my own thing --  thanks. #ThatDidntTakeLong #DenverDebate,tell us about the trickle down thing nope not gonna answer that one i'll do my own thing thanks #thatdidnttakelong #denverdebate,27.834602999999998
3751,@TheWeek: Obama gives shout out to Michelle on their 20th anniversary. #debates soo cute,obama gives shout out to michelle on their 20th anniversary #debates soo cute,22.976691
3754,@BarackObama: Do we double down or embrace a new economic patriotism that puts the middle class first? #DenverDebate,do we double down or embrace a new economic patriotism that puts the middle class first #denverdebate,23.219129
3757,from behing --  Mitt Romney's head looks largely unproportional to his body...,from behing mitt romney's head looks largely unproportional to his body,9.079139000000001
3759,Obama dear --  please be less flowery and give the people some concretes. Mitt is good at this game. #debates #DenverDebate,obama dear please be less flowery and give the people some concretes mitt is good at this game #debates #denverdebate,26.650842
3765,Mitt romney just said number 2 and it made me laugh lol,mitt romney just said number and it made me laugh lol,14.098748999999998
3768,The most important thing Obama wants to talk about is saying happy anniversary...He is real concerned about the people.. #Romney #nobama,the most important thing obama wants to talk about is saying happy anniversaryhe is real concerned about the people #romney #nobama,21.764824
3769,The customary 20th anniversary gift is an awkward evening with Mitt Romney #debates,the customary 20th anniversary gift is an awkward evening with mitt romney #debates,15.925099
3771,RT @mattgoldich: By wishing his wife a happy anniversary to kick off the debate --  President Obama gained himself one job tonight.,by wishing his wife a happy anniversary to kick off the debate president obama gained himself one job tonight,42.720813
3776,#2012debate..... Now watching the #Election2012 #DenverDebate . The second best game show on tv after #americasGotTalent,#2012debate now watching the #election2012 #denverdebate the second best game show on tv after #americasgottalent,22.920155
3777,Apparently since Obama has been president he has created 40 million jobs. WHERE ARE THESE JOBS?! Because they aren't anywhere I've seen.,apparently since obama has been president he has created million jobs where are these jobs because they aren't anywhere i've seen,23.078084999999998
3779,Please encourage others to watch tonight's debate... We must stay informed #Obama2012,please encourage others to watch tonight's debate we must stay informed #obama2012,19.085228
3780,Obama mentioned corporate tax rate and Romney's botox moved a little like it was confused #debates,obama mentioned corporate tax rate and romney's botox moved a little like it was confused #debates,27.351757
3781,Mitt going with relatable approach right off the bat--- speaking as a fellow citizen. good move. #debates #theblazetv,mitt going with relatable approach right off the bat speaking as a fellow citizen good move #debates #theblazetv,24.977183
3785,Starts with #obama showing he's human by sharing with us an anniversary story... #debates how does that supply more jobs?,starts with #obama showing he's human by sharing with us an anniversary story #debates how does that supply more jobs,27.405874999999998
3786,Opening statements of #debates pretty generic. Hoping for much more details. Go get 'em --  Jim Lehrer,opening statements of #debates pretty generic hoping for much more details go get em jim lehrer,29.353070000000002
3788,Lmao snooki ahah RT @snooki: bring it on bitch @laurzins: What do you think Mitt and Barack just said to each other? #PresidentialDebate,lmao snooki ahah rt bring it on bitch what do you think mitt and barack just said to each other #presidentialdebate,19.258217
3789,Why don't you pay attention what the candidates are talking about --  rather than what they're wearing #Debates,why don't you pay attention what the candidates are talking about rather than what they're wearing #debates,17.495749999999997
3790,I don't care how shrewd of a businessman Mitt Romney is --  he's a Moron. And a Mormon.,i don't care how shrewd of a businessman mitt romney is he's a moron and a mormon,1.9042469999999998
3792,Wonder if Romney realized the characters in that story he just told are of the 47% #presidentialdebate,wonder if romney realized the characters in that story he just told are of the #presidentialdebate,9.033425
3793,Obama's tie is quite terrible. He's hypnotizing me. Never mind --  it's a great tie --  I don't know what I was thinking. #debates,obama's tie is quite terrible he's hypnotizing me never mind it's a great tie i don't know what i was thinking #debates,31.711716000000003
3796,Mitt Romney wins first joke of the night - tells President being with him at debate is a romantic anniversary #debate,mitt romney wins first joke of the night tells president being with him at debate is a romantic anniversary #debate,34.138611000000004
3800,.@BarackObama: We've got to improve our education system. Says good ideas have come from both parties. #edreform #DenverDebate #debate,we've got to improve our education system says good ideas have come from both parties #edreform #denverdebate #debate,30.956781
3801,President Obama is doing the best he can with the economy......,president obama is doing the best he can with the economy,10.580373
3802,I hope Mitt Romney and Obama get in a fight on national t.v!!!,i hope mitt romney and obama get in a fight on national tv,14.761153000000002
3806,Obama just won this debate mentioning his anniversary. Sorry Romney election done #Debates,obama just won this debate mentioning his anniversary sorry romney election done #debates,27.215508999999997
3810,President Obama gets the first question --  on job creation: The question is not where we've been --  but where we're going.,president obama gets the first question on job creation the question is not where we've been but where we're going,26.384764000000004
